Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,7159000,7271000,7382000,7495000,7597000,7685000,7763000,7838250,7913000,7982750,8048600,8111200,8171950,8234100,8306500,8391850,8484550,8581300,8763400,8947243,9054332,9173082,9295784,9416801,9535079,9651349,..
Azerbaijan,AZE,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,1.757700701,1.923391129,2.031874683,1.7919906,1.629104936,1.443733379,1.379693351,1.141494967,1.03733152,0.899804441,0.824754529,0.751766913,0.695895747,0.5707513,0.469605646,0.284942734,0.293583063,0.239298422,0.216810301,0.231442466,0.236382414,0.220391308,..,..,..
Azerbaijan,AZE,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,56240.779,48452.071,41976.149,33333.03,31257.508,29809.043,31675.546,28576.931,29508.349,28771.282,29614.692,30615.783,32089.917,34337.788,39167.227,30509.44,35503.894,31902.9,30678.122,33446.707,35555.232,35643.24,..,..,..
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,7.61863709,6.464585857,5.525358563,4.337414444,4.026472755,3.803022741,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.863229639,4.091801927,4.616299863,3.5553401,4.051383481,3.565668218,3.388225879,3.646179877,3.82487717,3.785068836,..,..,..
Azerbaijan,AZE,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,40.77052553,43.17832437,54.21970769,59.86613119,50.76645627,47.68232386,54.69327421,54.37928408,60.4952381,61.76242236,59.74358974,58.61401471,54.80203842,58.51905104,57.22627737,56.77352637,57.70670296,54.43986512,48.47222222,47.10440457,42.49893753,44.06202723,48.39044652,46.6893039,..,..,..
Azerbaijan,AZE,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,..,..,40.21646997,35.6996897,39.7484057,39.9559956,37.57625528,37.13863944,33.49154897,40.93417169,38.73493227,57.65995412,56.16641902,55.74320278,58.08479031,54.01537804,52.29847393,57.66826923,58.45899608,58.94252874,58.61821659,56.92358294,55.82714521,55.92592593,..,..,..
Azerbaijan,AZE,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,..,..,55.56497359,63.65700447,59.68375994,59.7029703,62.01313937,62.28318366,66.19587868,58.75785962,60.92953896,39.23018098,38.13769193,41.50197628,39.70974746,42.66339171,33.16168898,37.58413462,29.90084693,28.98850575,28.36480995,31.30139239,33.20957096,33.87860082,..,..,..
Azerbaijan,AZE,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,30.42827754,32.68639508,21.52286657,19.17001339,20.73940487,26.48331273,16.37102735,14.96572734,8.114285714,10.05434783,9.78021978,8.517228029,11.79929439,8.554996405,6.897810219,5.825577387,5.512078938,8.54252529,9.201388889,7.096247961,6.119847004,6.54311649,7.545863621,7.470288625,..,..,..
Azerbaijan,AZE,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,7.967084346,6.072252114,6.364922207,4.738955823,4.598737601,3.615574784,3.84331116,2.856054836,2.971428571,3.610248447,6.080586081,4.723190089,1.489611917,1.006470165,1.423357664,2.93002413,0.578428037,2.435369052,2.777777778,4.11908646,4.46238844,4.160363086,3.87677397,3.972835314,..,..,..
Azerbaijan,AZE,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,9.23882551,8.916218294,8.486562942,6.318607764,14.15689811,11.92830655,15.07760532,15.53693831,16.95238095,18.43944099,15.71428571,18.04103755,20.42336339,20.59669303,20.58394161,19.92416408,19.73460361,20.45710004,23.02083333,24.30668842,25.92435189,23.33585477,18.03392177,17.14770798,..,..,..
Azerbaijan,AZE,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,..,..,0.117363239,0.022704912,0.008735913,0.0440044,0.046926326,0.049206544,0.011576754,0,0,0,0,0,0,0,0,0.072115385,0.041313778,0.045977011,0.071718862,0.054818551,0.041254125,0.030864198,..,..,..
Azerbaijan,AZE,Surface area (sq. km),AG.SRF.TOTL.K2,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,86600,..
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,8858006036,8792365811,4991350458,3973027397,3313739674,3052467522,3176749593,3962710163,4446396218,4581222442,5272617196,5707618247,6236024951,7275766111,8680511918,13245421881,20983019924,33050343783,48852482960,44291490421,52902703376,65951627200,68730906314,73560484385,75198010965,53047140347,..
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-0.69999996,-22.60000039,-23.09999955,-19.70000002,-11.8000009,1.3000002,5.800000524,10.00000028,7.400000582,11.09999925,9.9,10.5999992,11.20000024,10.2000004,26.40000081,34.49999951,25.04899952,10.77242078,9.410653764,4.854339324,0.065922768,2.200000188,5.796678396,2,1.1,..
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6712504,763.1012122,883.614009,1045.026415,1578.36733,2473.085776,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7393.771877,7811.621418,7886.459144,5496.34464,..
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,256338,261117,266133,271165,275903,280151,283792,286968,290054,293572,297891,303138,309170,315757,322539,329243,335801,342259,348587,354780,360830,366711,372388,377841,383054,388019,..
"Bahamas, The",BHS,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.484945683,0.447455115,0.457692391,0.422898443,0.397984241,0.372686637,0.348112783,0.274167736,0.318886445,0.292497821,0.273394646,0.245008133,0.236047204,0.225675092,0.247162741,0.234058313,0.211713804,0.206419238,0.183435999,0.208611884,0.304457197,0.229420056,0.221655304,0.353552814,..,..,..
"Bahamas, The",BHS,CO2 emissions (kt),EN.ATM.CO2E.KT,1950.844,1782.162,1793.163,1701.488,1686.82,1683.153,1668.485,1364.124,1679.486,1675.819,1668.485,1569.476,1576.81,1518.138,1723.49,1741.825,1664.818,1690.487,1496.136,1642.816,2464.224,1906.84,1917.841,3109.616,..,..,..
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.610436221,6.825147348,6.737845363,6.274733096,6.113815363,6.008020675,5.879253115,4.753575312,5.790252849,5.708374777,5.600991638,5.177430741,5.100139082,4.807931416,5.343508847,5.290393418,4.957751764,4.939203936,4.29200171,4.630520322,6.829321287,5.199844019,5.150114934,8.229959163,..,..,..
"Bahamas, The",BHS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
"Bahamas, The",BHS,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,99.81203008,99.79423868,99.59100204,99.56896552,99.7826087,99.56427015,99.78021978,99.7311828,99.78165939,99.56236324,99.78021978,99.76635514,99.76744186,99.51690821,99.57446809,99.57894737,99.55947137,99.78308026,99.75490196,99.55357143,99.85119048,99.61538462,99.80879541,99.76415094,..,..,..
"Bahamas, The",BHS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0.187969925,0.205761317,0.204498978,0.215517241,0.217391304,0.217864924,0.21978022,0.268817204,0.218340611,0.218818381,0.21978022,0.23364486,0.23255814,0.483091787,0.425531915,0.421052632,0.440528634,0.21691974,0.245098039,0.223214286,0.148809524,0.192307692,0.191204589,0.117924528,..,..,..
"Bahamas, The",BHS,Surface area (sq. km),AG.SRF.TOTL.K2,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,13880,..
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,4961119000,5353524000,6019972000,6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7909580000,7889750000,8234470000,8431750000,8510500000,8884441432,..
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.596249086,-4.181784638,-3.825582728,0.307806938,3.148916191,4.378751399,4.22353068,2.06223949,4.716473825,7.144129932,4.1492464,2.625627121,2.704629513,-1.264744629,0.882884233,3.39529267,2.516863841,1.446522215,-2.323937248,-4.175259175,1.538778853,0.612902596,2.217312979,0.022030197,1.022786105,1.2204836,..
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,12350.88048,11914.81213,11682.12886,11402.65152,11812.12238,12239.82781,12717.06038,17288.05651,18456.99077,20505.94743,21241.16539,21497.30816,22505.40479,22008.4337,21995.51992,23405.87955,23721.15628,24306.14242,23657.36531,22043.01257,21920.51659,21514.89865,22112.60835,22315.60365,22217.49414,22896.92369,..
Bahrain,BHR,"Population, total",SP.POP.TOTL,495944,509654,522748,535692,549151,563730,579855,597834,618054,640904,666855,694893,725365,761595,807989,867014,940808,1026568,1115777,1196774,1261319,1306014,1333577,1349427,1361930,1377237,..
Bahrain,BHR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,1.095241774,0.910766959,0.766088086,0.890415203,0.882801756,0.833715955,0.829066965,0.876594427,0.879407747,0.813070449,0.781085402,0.556642055,0.596390772,0.578561983,0.559619867,0.557040016,0.497620325,0.634489317,0.649754664,0.579898298,0.585973112,0.56669765,0.532072131,0.54568115,..,..,..
Bahrain,BHR,CO2 emissions (kt),EN.ATM.CO2E.KT,12427.463,11877.413,10901.991,14642.331,14789.011,14818.347,15621.42,17319.241,18404.673,18019.638,18643.028,13927.266,15698.427,16468.497,17509.925,19207.746,18830.045,26692.093,29611.025,27304.482,29137.982,29365.336,29086.644,31957.905,..,..,..
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,25.0581981,23.30485584,20.85515583,27.33348827,26.93068209,26.28624874,26.94021781,28.96998331,29.77842227,28.11597057,27.95664425,20.04231731,21.64210708,21.6236937,21.67099428,22.15390524,20.01475859,26.00129071,26.53847946,22.81506951,23.10119962,22.48470231,21.81099704,23.68257416,..,..,..
Bahrain,BHR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,89.04494382,88.52140078,89.32676519,89.66846569,89.60843373,89.2936803,89.35415188,88.56345886,88.32684825,88.95386615,88.69949495,88.31804281,87.6672484,87.31843575,85.99550056,85.89494163,86.57718121,85.78302712,85.53433564,85.5993564,84.19217358,84.53447604,85.19800077,81.20141343,..,..,..
Bahrain,BHR,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,84.18412511,83.72954616,91.2209889,85.49962434,82.91594347,88.09700569,86.1971831,83.73914885,83.06435545,87.91208791,86.66404406,85.86097946,80.21490306,78.84658205,77.13089005,74.47499045,82.62901655,78.23876906,77.63467492,85.13295729,82.41882708,82.66733267,84.01412002,83.39644291,..,..,..
Bahrain,BHR,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,15.2257303,15.65297931,7.736293306,13.72401703,16.31539797,11.23484286,13.21596244,15.75269956,16.31799163,11.66056166,13.09992132,13.79673512,19.57486569,20.75261634,21.7382199,24.49408171,16.31937683,21.01937079,21.63467492,13.5911899,16.04580921,15.2972028,13.76701967,14.73321859,..,..,..
Bahrain,BHR,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,0.280898876,0.291828794,0.246305419,0.231303007,0.225903614,0.29739777,0.354861604,0.488145049,0.453955901,0.519818064,0.505050505,0.795107034,0.756253636,0.670391061,0.787401575,0.826848249,0.850111857,0.918635171,0.975213328,1.166532582,2.789616428,3.0775224,1.653210304,6.219081272,..,..,..
Bahrain,BHR,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Bahrain,BHR,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1.217228464,1.361867704,1.231527094,1.156515035,1.204819277,1.189591078,1.277501774,1.743375174,2.075226978,1.104613385,1.136363636,1.162079511,1.105293775,1.173184358,1.237345332,1.118677043,0.850111857,0.831146107,0.893945551,0.925181014,0.852382797,0.857031554,0.884275279,0.883392226,..,..,..
Bahrain,BHR,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Bahrain,BHR,Surface area (sq. km),AG.SRF.TOTL.K2,690,690,710,710,710,710,710,710,710,710,710,710,710,720,730,740,740,750,760,760,762,767,770,770,770,770,..
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,4229787379,4616223404,4751063830,5200265957,5567553457,5849467819,6101861436,6349202394,6183776596,6621010372,9062906915,8976207713,9632155053,11074822074,13150166755,15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,29044069149,30756462766,32897606383,33851063830,32221489362,..
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.437997176,11.22999878,6.689998367,12.87000667,-0.250001485,3.929991545,4.110006115,3.092999787,4.790002789,4.29999896,5.299994794,2.491033565,3.614148289,6.023951196,6.980946984,6.768939709,6.468567672,8.292443822,6.245128341,2.539772469,4.334407088,2.100184109,3.588704571,5.412938243,4.480935152,2.926567217,..
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,8528.760059,9057.563375,9088.63129,9707.566955,10138.47459,10376.36425,10523.08152,10620.34343,10005.23675,10330.73654,13590.52105,12917.3955,13279.0458,14541.61605,16275.18042,18418.07267,19669.31955,21167.61871,23043.02532,19166.70824,20386.01756,22238.71195,23063.13229,24378.94483,24855.21564,23395.74769,..
Bangladesh,BGD,"Population, total",SP.POP.TOTL,105983136,108509679,110987459,113442354,115913710,118427768,120987124,123574107,126169583,128746273,131280739,133776064,136228456,138600174,140843786,142929979,144839238,146592687,148252473,149905836,151616777,153405612,155257387,157157394,159077513,160995642,..
Bangladesh,BGD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.175727181,0.168645241,0.174110331,0.1592912,0.163604544,0.183369646,0.18145515,0.178083333,0.160711688,0.15869823,0.162741606,0.176352832,0.173719226,0.172097988,0.168217149,0.160175823,0.16067485,0.149096134,0.153935659,0.157953206,0.164749764,0.160661124,0.157203707,0.149087423,..,..,..
Bangladesh,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,15533.412,15940.449,17748.28,17407.249,18969.391,22816.074,24029.851,25063.945,24048.186,25236.294,27869.2,32456.617,33707.064,35672.576,37704.094,39478.922,43541.958,44407.37,49559.505,53824.226,59992.12,63571.112,67480.134,68950.601,..,..,..
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.14656494,0.146903476,0.159912482,0.153445767,0.163650969,0.192658144,0.198614945,0.202825216,0.190602088,0.196015725,0.212287044,0.242619016,0.247430419,0.25737757,0.267701509,0.276211627,0.300622667,0.302930323,0.334291253,0.359053573,0.395682597,0.414398868,0.434633967,0.438735966,..,..,..
Bangladesh,BGD,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,38.96672504,42.79069767,44.29301533,46.27702162,45.28582034,40.77669903,40.31193761,38.26040555,41.17026885,44.73817997,42.97994269,43.17358035,43.35216573,41.68466523,45.87958291,46.228482,48.32386364,48.48566068,48.36105675,48.59218892,48.65623746,47.43854382,49.27586809,51.99798522,..,..,..
Bangladesh,BGD,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,48.81964117,56.86680469,54.17355372,59.74299558,60.52580708,57.15204114,56.21852587,52.96269203,59.60658737,61.92967161,60.61842105,58.28719919,59.051349,60.01233553,61.29157751,62.67880364,64.94862725,66.66391412,65.07584166,65.90134896,65.72738386,62.38463313,61.86827519,62.96335691,..,..,..
Bangladesh,BGD,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,43.20113314,40.1426271,43.24380165,38.78238888,38.21766866,36.9013179,39.61544331,40.1316752,36.33729796,33.24614938,28.47368421,29.91752344,29.6127067,29.16324013,28.24353239,26.81590191,25.04631969,22.62592898,19.88161302,17.37293909,17.70171149,21.62551915,21.970438,20.74668936,..,..,..
Bangladesh,BGD,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,20.22767075,14.04651163,12.69165247,11.68935148,14.10541945,20.14563107,17.75644871,19.37033084,15.07643648,14.48906965,19.14995224,18.40515505,18.68173258,19.76241901,13.85805584,14.71048513,15.05681818,16.0814795,17.17221135,18.52861035,18.39149619,17.3766185,17.90263479,17.79717931,..,..,..
Bangladesh,BGD,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,6.830122592,8.093023256,8.517887564,7.926341073,7.349665924,7.099514563,7.73845231,7.417289221,7.590933052,7.880020336,6.59025788,7.450664519,7.231638418,6.731461483,7.299024554,7.668231612,7.045454545,6.647011525,6.164383562,5.631244323,5.555555556,6.530305874,6.089687664,5.355943586,..,..,..
Bangladesh,BGD,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,19.35201401,18.04651163,16.52470187,16.65332266,16.92650334,15.77669903,16.55668866,17.23585912,18.34475488,17.13268937,16.80993314,15.66653242,16.23352166,17.63858891,17.69256643,15.58685446,14.57386364,14.36612168,13.5518591,12.80653951,12.65543522,12.55395008,11.62100855,11.03089322,..,..,..
Bangladesh,BGD,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,6.893295562,2.139406487,1.818181818,0.695175901,0.521940847,5.351976856,2.823134442,4.901243599,1.463860933,0.697471665,4.5,4.101231499,3.949086162,3.834292763,3.85139078,4.068363366,4.160350345,4.979355904,4.987051424,5.607030931,5.128361858,4.464697739,5.075535268,5.440621177,..,..,..
Bangladesh,BGD,Surface area (sq. km),AG.SRF.TOTL.K2,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,148460,..
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,31598341234,30957483291,31708873955,33166520085,33768662171,37939748051,46438482370,48244308275,49984559471,51270569884,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02E+11,1.15E+11,1.29E+11,1.33E+11,1.50E+11,1.73E+11,1.95E+11,..
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.622258162,3.485227815,5.442685551,4.711561724,3.890126441,5.121277897,4.522919218,4.489896497,5.177026873,4.670156368,5.293294718,5.077287776,3.83312394,4.739567399,5.23953291,6.535944941,6.671868265,7.058636206,6.013789759,5.045124794,5.571802274,6.46438388,6.521435078,6.013596067,6.061093054,6.552633316,..
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,298.144992,285.296976,285.6978098,292.3645263,291.3258679,320.3619277,383.8299551,390.4079054,396.1696495,398.2295463,406.5317405,403.5945462,401.7081533,434.0465632,462.2748798,485.8528881,495.8537802,543.0822631,618.0758836,683.6144223,760.3319352,838.5478017,858.9333626,954.3963997,1086.800087,1211.701531,..
Barbados,BRB,"Population, total",SP.POP.TOTL,260374,261281,262184,263091,264015,264962,265940,266944,267949,268920,269838,270686,271479,272261,273091,274013,275040,276154,277315,278466,279566,280602,281580,282503,283380,284215,..
Barbados,BRB,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.480162672,0.54325115,0.456815911,0.504264709,0.324910944,0.345477412,0.334772988,0.333397414,0.402057818,0.418869214,0.384760989,0.396174503,0.389327089,0.385986696,0.377976069,0.367943189,0.342378111,0.326170934,0.378425662,0.390465531,0.351551387,0.353827662,0.333193516,0.32294379,..,..,..
Barbados,BRB,CO2 emissions (kt),EN.ATM.CO2E.KT,1074.431,1206.443,979.089,1114.768,748.068,828.742,850.744,902.082,1140.437,1210.11,1188.108,1221.111,1228.445,1268.782,1294.451,1353.123,1371.458,1364.124,1620.814,1617.147,1477.801,1529.139,1470.467,1448.465,..,..,..
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.126491124,4.617415732,3.734358313,4.237195495,2.833429919,3.127776813,3.199007295,3.379293035,4.256171883,4.499888443,4.403041825,4.511171616,4.525009301,4.660168001,4.739998755,4.938170817,4.986394706,4.939722039,5.844667616,5.807340932,5.286054098,5.449494302,5.22219973,5.127255286,..,..,..
Barbados,BRB,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,5.119453925,3.647416413,4.119850187,4.605263158,5.882352941,6.194690265,6.465517241,4.87804878,6.109324759,7.575757576,6.172839506,5.105105105,4.47761194,3.757225434,3.682719547,3.79403794,3.743315508,2.688172043,2.036199095,2.040816327,1.985111663,2.158273381,2.493765586,3.037974684,..,..,..
Barbados,BRB,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,85.66552901,88.14589666,86.89138577,92.76315789,89.21568627,89.38053097,87.06896552,84.95934959,82.63665595,82.12121212,82.71604938,84.68468468,83.28358209,83.8150289,83.85269122,83.7398374,83.95721925,86.55913978,88.68778281,90.02267574,90.07444169,90.64748201,91.52119701,91.13924051,..,..,..
Barbados,BRB,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Barbados,BRB,Surface area (sq. km),AG.SRF.TOTL.K2,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,..
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2012131370,2020583615,1957000000,2063342028,2151344808,2262218368,2411872814,2549097488,2874260304,3011982170,3121500000,3116500000,3169500000,3275000000,3514500000,3897500000,4303500000,4546000000,4595000000,4602000000,4445500000,4358000000,4313000000,4281000000,4354500000,4451000000,..
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.27510917,-3.9503386,-5.640423032,0.747198007,1.977750309,2.060606061,4.038004751,4.680365297,3.707742639,0.315457413,4.507337526,-2.407221665,0.822199383,2.140672783,1.397205589,4.035433071,5.676442763,1.700984781,0.440140845,-4.031551271,0.273972603,0.72859745,0.27124774,0,0.180342651,0.99009901,..
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,7727.850593,7733.373704,7464.223599,7842.693318,8148.570378,8537.897388,9069.236722,9549.184429,10726.89319,11200.29068,11568.05194,11513.34018,11674.93618,12028.89874,12869.33659,14223.7777,15646.81501,16461.82927,16569.60496,16526.25455,15901.43294,15530.89429,15317.139,15153.82138,15366.29261,15660.67942,..
Belarus,BLR,"Population, total",SP.POP.TOTL,10189000,10194000,10216000,10239000,10227000,10194000,10160000,10117000,10069000,10035000,10005000,9928000,9865000,9797000,9730000,9663000,9604000,9560000,9528000,9507000,9490000,9473000,9464000,9466000,9483000,9513000,..
Belarus,BLR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..,1.739689185,1.61500039,1.517650141,1.549964958,1.465885448,1.280643814,1.140153501,1.048891068,0.929171173,0.850917715,0.792422793,0.741402047,0.703402458,0.633721481,0.586374319,0.512830371,0.475877919,0.453106972,0.429141043,0.40471688,0.387977861,0.380964063,..,..,..
Belarus,BLR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,87417.613,76768.645,65056.247,60773.191,60164.469,59555.747,58099.948,56112.434,53787.556,52760.796,52405.097,53530.866,58158.62,59167.045,62071.309,60523.835,63105.403,60663.181,62658.029,63655.453,63222.747,63769.13,..,..,..
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,8.556931578,7.497670183,6.361224895,5.961662841,5.921699705,5.886700306,5.770180554,5.591672546,5.376067566,5.314342869,5.312224734,5.46400592,5.977247688,6.12305133,6.463068409,6.330945084,6.623153128,6.380896287,6.602532034,6.719672015,6.680340976,6.736650116,..,..,..
Belarus,BLR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,62.31216189,61.04355057,62.96210987,61.39349701,66.05217935,64.43624868,62.89569279,65.20020622,63.90122579,64.90384615,65.82229898,67.4459725,66.83733753,66.18649017,67.40727139,65.53353936,64.19709942,62.50897344,61.25941136,61.5811125,62.12829937,58.61584402,57.26895119,56.12017167,..,..,..
